Timestamps,ICT,"U06, U06A, U05B",OBS,"U05, U04, U04B, GEO",TEG,LIB,MEK,SOC,S01,D04,air temperature,Atm pressure mm of mercury,Relative humidity (%),hour,day_of_week,month,is_weekend,lag_1,rolling_3h,rolling_6h
2023-02-26 22:00:00,121.7,113.7,7.907,91.1,5,41.2,15.2,69.4,2.8,23.7,0.23404255319148937,0.9769329896907216,0.8,22,6,2,1,121.5,122.26666666666671,125.13333333333334
2023-02-26 23:00:00,120.1,109.4,7.872,88.9,4,39.8,14.2,68.1,3.1,19.9,0.23404255319148937,0.9779639175257732,0.8,23,6,2,1,121.7,121.10000000000004,122.81666666666666
2023-02-27 00:00:00,119.1,106.9,7.697,88.5,4,39.0,14.2,68.8,3.0,14.8,0.23404255319148937,0.9788659793814433,0.8,0,0,2,0,120.1,120.30000000000003,121.76666666666667
2023-02-27 01:00:00,118.4,110.4,7.594,87.5,4,39.7,14.1,68.4,2.6,13.6,0.2127659574468085,0.9798969072164948,0.86,1,0,2,0,119.1,119.20000000000005,120.73333333333333
2023-02-27 02:00:00,117.5,107.8,7.58,87.7,4,38.40000000000001,14.0,67.5,2.6,12.3,0.2127659574468085,0.9798969072164948,0.86,2,0,2,0,118.4,118.33333333333337,119.71666666666665
2023-02-27 03:00:00,115.4,105.3,7.652,88.5,5,39.0,14.0,70.7,2.5,11.4,0.23404255319148937,0.9807989690721649,0.8,3,0,2,0,117.5,117.10000000000004,118.7
2023-02-27 04:00:00,115.0,104.1,7.511,95.4,4,45.4,14.0,72.6,2.4,9.1,0.2127659574468085,0.9818298969072164,0.86,4,0,2,0,115.4,115.9666666666667,117.58333333333333
2023-02-27 05:00:00,118.3,114.0,7.542,99.1,4,58.2,14.6,101.7,2.4,9.6,0.1276595744680851,0.981701030927835,0.92,5,0,2,0,115.0,116.23333333333336,117.28333333333335
2023-02-27 06:00:00,132.1,122.5,7.600000000000001,117.1,5,61.7,18.7,115.1,2.3,9.8,0.14893617021276595,0.9827319587628867,0.93,6,0,2,0,118.3,121.80000000000003,119.45
2023-02-27 07:00:00,180.0,145.6,7.527,112.9,5,95.0,21.2,120.9,10.6,11.3,0.10638297872340424,0.9827319587628867,0.92,7,0,2,0,132.1,143.4666666666667,129.71666666666667
2023-02-27 08:00:00,205.5,148.0,7.839,135.1,5,126.2,26.6,143.1,14.7,11.4,0.10638297872340424,0.9836340206185566,0.92,8,0,2,0,180.0,172.5333333333334,144.38333333333335
2023-02-27 09:00:00,215.9,166.1,7.598,153.9,4,142.6,31.2,171.7,10.7,9.5,0.14893617021276595,0.9836340206185566,0.93,9,0,2,0,205.5,200.4666666666667,161.13333333333333
2023-02-27 10:00:00,229.0,182.7,7.583,169.2,4,146.3,28.0,187.6,15.7,6.2,0.23404255319148937,0.9837628865979381,0.86,10,0,2,0,215.9,216.80000000000004,180.13333333333333
2023-02-27 11:00:00,230.3,190.0,7.489,176.8,5,148.3,29.9,178.3,13.9,6.9,0.2765957446808511,0.9847938144329897,0.8,11,0,2,0,229.0,225.0666666666667,198.79999999999998
2023-02-27 12:00:00,220.7,182.2,7.434,177.3,4,160.0,30.5,186.9,19.0,10.9,0.2978723404255319,0.9847938144329897,0.74,12,0,2,0,230.3,226.6666666666667,213.5666666666667
2023-02-27 13:00:00,201.5,187.8,7.465,179.5,5,153.9,29.7,189.1,15.3,9.0,0.3404255319148936,0.9849226804123711,0.6900000000000001,13,0,2,0,220.7,217.50000000000003,217.15
2023-02-27 14:00:00,197.3,192.3,7.493,181.2,5,154.8,30.1,183.1,16.9,13.1,0.36170212765957444,0.9849226804123711,0.65,14,0,2,0,201.5,206.50000000000003,215.78333333333333
2023-02-27 15:00:00,202.5,188.8,7.430000000000001,182.3,5,150.0,28.5,177.3,16.1,21.1,0.36170212765957444,0.9849226804123711,0.7000000000000001,15,0,2,0,197.3,200.4333333333334,213.54999999999998
2023-02-27 16:00:00,200.0,178.2,7.390000000000001,174.0,7,144.8,25.3,170.5,29.1,20.9,0.36170212765957444,0.9838917525773195,0.81,16,0,2,0,202.5,199.9333333333334,208.71666666666667
2023-02-27 17:00:00,187.1,156.1,7.883,155.4,7,134.7,19.9,154.9,34.6,28.9,0.36170212765957444,0.9838917525773195,0.81,17,0,2,0,200.0,196.5333333333334,201.51666666666668
2023-02-27 18:00:00,181.1,153.0,7.946000000000001,133.5,6,116.6,21.1,142.2,41.2,27.0,0.36170212765957444,0.9838917525773195,0.87,18,0,2,0,187.1,189.4,194.91666666666666
2023-02-27 19:00:00,164.5,143.5,8.417,125.7,5,106.2,17.0,124.3,42.3,27.8,0.36170212765957444,0.9829896907216494,0.93,19,0,2,0,181.1,177.5666666666667,188.75
2023-02-27 20:00:00,126.1,124.4,8.41,116.6,5,97.9,14.7,102.4,39.1,30.3,0.36170212765957444,0.9829896907216494,0.93,20,0,2,0,164.5,157.23333333333335,176.88333333333333
2023-02-27 21:00:00,124.4,118.2,8.424999999999999,114.3,5,81.8,19.1,84.5,18.8,27.2,0.36170212765957444,0.9829896907216494,1.0,21,0,2,0,126.1,138.33333333333337,163.86666666666667
2023-02-27 22:00:00,122.8,113.1,8.148,115.3,5,79.69999999999999,13.5,72.0,4.6,24.1,0.36170212765957444,0.9819587628865979,0.93,22,0,2,0,124.4,124.43333333333338,151.0
2023-02-27 23:00:00,119.7,107.7,7.924,104.4,5,39.90000000000001,11.3,70.4,4.5,19.2,0.36170212765957444,0.9809278350515465,0.93,23,0,2,0,122.8,122.30000000000003,139.76666666666668
2023-02-28 00:00:00,119.4,109.2,7.621,101.6,5,36.9,11.5,69.7,4.4,15.7,0.36170212765957444,0.9809278350515465,0.93,0,1,2,0,119.7,120.63333333333337,129.48333333333332
2023-02-28 01:00:00,121.5,108.4,7.454,102.2,4,37.5,11.3,69.2,4.4,13.2,0.3829787234042553,0.9800257731958762,0.87,1,1,2,0,119.4,120.20000000000005,122.31666666666666
2023-02-28 02:00:00,125.7,108.6,7.47,100.0,5,35.3,11.3,68.2,4.4,12.1,0.40425531914893614,0.9800257731958762,0.81,2,1,2,0,121.5,122.20000000000005,122.25
2023-02-28 03:00:00,122.0,105.5,7.389,99.9,4,37.60000000000001,11.1,68.5,4.4,10.7,0.40425531914893614,0.9800257731958762,0.81,3,1,2,0,125.7,123.0666666666667,121.85000000000001
2023-02-28 04:00:00,121.2,103.2,7.557,103.3,5,36.00000000000001,11.1,68.9,4.4,10.4,0.40425531914893614,0.9789948453608248,0.81,4,1,2,0,122.0,122.9666666666667,121.58333333333333
2023-02-28 05:00:00,122.7,108.9,7.492,104.5,5,37.90000000000001,11.9,79.1,4.4,10.5,0.40425531914893614,0.9789948453608248,0.81,5,1,2,0,121.2,121.96666666666671,122.08333333333333
2023-02-28 06:00:00,139.1,113.2,7.504,126.4,6,49.00000000000001,13.2,113.1,4.6,12.1,0.40425531914893614,0.9789948453608248,0.81,6,1,2,0,122.7,127.6666666666667,125.36666666666667
2023-02-28 07:00:00,177.9,131.4,7.608000000000001,125.1,6,99.4,15.3,152.2,11.6,13.2,0.3829787234042553,0.9789948453608248,0.87,7,1,2,0,139.1,146.5666666666667,134.76666666666668
2023-02-28 08:00:00,187.0,151.4,7.487,148.3,6,135.9,23.9,165.2,15.8,15.9,0.3829787234042553,0.9789948453608248,0.87,8,1,2,0,177.9,168.00000000000003,144.98333333333332
2023-02-28 09:00:00,199.6,166.2,7.510000000000001,170.4,6,146.7,28.8,177.2,18.4,14.8,0.40425531914893614,0.9789948453608248,0.81,9,1,2,0,187.0,188.1666666666667,157.91666666666666
2023-02-28 10:00:00,203.8,189.0,7.386,179.4,6,146.8,35.1,182.5,20.0,11.3,0.40425531914893614,0.9780927835051546,0.81,10,1,2,0,199.6,196.80000000000004,171.6833333333333
2023-02-28 11:00:00,206.7,204.7,7.414000000000001,189.3,4,148.4,36.6,181.1,14.7,9.3,0.40425531914893614,0.9789948453608248,0.81,11,1,2,0,203.8,203.3666666666667,185.6833333333333
2023-02-28 12:00:00,205.6,204.3,7.45,187.6,5,150.8,31.8,180.9,18.3,13.1,0.425531914893617,0.9789948453608248,0.75,12,1,2,0,206.7,205.3666666666667,196.76666666666665
2023-02-28 13:00:00,206.2,205.9,7.264,192.7,5,155.6,31.6,184.5,15.8,19.7,0.3829787234042553,0.9800257731958762,0.87,13,1,2,0,205.6,206.1666666666667,201.48333333333335
2023-02-28 14:00:00,212.4,203.4,7.427,198.5,5,152.7,31.3,179.6,22.0,18.3,0.36170212765957444,0.9789948453608248,0.93,14,1,2,0,206.2,208.0666666666667,205.71666666666667
2023-02-28 15:00:00,208.0,189.0,7.732,185.1,4,149.4,31.6,172.7,22.6,18.4,0.3829787234042553,0.9789948453608248,0.87,15,1,2,0,212.4,208.8666666666667,207.11666666666665
2023-02-28 16:00:00,207.8,181.7,7.533,168.2,5,142.9,27.1,166.4,39.0,20.1,0.3829787234042553,0.9800257731958762,0.81,16,1,2,0,208.0,209.40000000000006,207.7833333333333
2023-02-28 17:00:00,200.1,161.0,7.896000000000001,160.4,5,136.0,27.0,159.5,42.3,27.1,0.3829787234042553,0.9800257731958762,0.7000000000000001,17,1,2,0,207.8,205.30000000000004,206.68333333333337
2023-02-28 18:00:00,212.2,152.1,7.872,144.8,5,117.7,19.3,157.1,41.9,24.6,0.36170212765957444,0.9800257731958762,0.81,18,1,2,0,200.1,206.70000000000005,207.78333333333333
2023-02-28 19:00:00,204.3,150.9,7.932,131.8,5,107.8,15.9,142.0,35.4,29.5,0.3829787234042553,0.9809278350515465,0.7000000000000001,19,1,2,0,212.2,205.5333333333334,207.46666666666667
2023-02-28 20:00:00,142.0,132.5,7.926,118.3,5,96.9,17.1,117.8,34.7,29.0,0.36170212765957444,0.9809278350515465,0.75,20,1,2,0,204.3,186.1666666666667,195.73333333333335
2023-02-28 21:00:00,129.8,123.3,7.963,116.0,5,83.5,20.5,100.8,23.7,22.9,0.36170212765957444,0.9809278350515465,0.7000000000000001,21,1,2,0,142.0,158.70000000000005,182.70000000000002
2023-02-28 22:00:00,126.8,115.7,7.898000000000001,110.8,4,80.3,19.3,85.9,4.8,22.0,0.3829787234042553,0.9809278350515465,0.6,22,1,2,0,129.8,132.8666666666667,169.20000000000002
2023-02-28 23:00:00,125.3,107.9,7.967000000000001,103.4,5,38.0,13.2,74.9,4.5,16.2,0.36170212765957444,0.9809278350515465,0.75,23,1,2,0,126.8,127.30000000000005,156.73333333333332
2023-03-01 00:00:00,125.4,109.1,7.58,102.9,4,37.90000000000001,11.9,70.4,4.7,13.7,0.36170212765957444,0.9809278350515465,0.75,0,2,3,0,125.3,125.83333333333337,142.26666666666668
2023-03-01 01:00:00,125.5,111.1,7.432,101.8,5,37.5,11.8,69.9,4.6,12.4,0.36170212765957444,0.9809278350515465,0.75,1,2,3,0,125.4,125.40000000000003,129.13333333333333
2023-03-01 02:00:00,125.6,109.9,7.53,101.1,4,37.0,11.6,68.8,4.5,11.4,0.36170212765957444,0.9809278350515465,0.75,2,2,3,0,125.5,125.50000000000004,126.39999999999999
2023-03-01 03:00:00,122.2,108.7,7.531000000000001,101.6,5,36.60000000000001,11.4,69.8,4.7,11.4,0.36170212765957444,0.9809278350515465,0.75,3,2,3,0,125.6,124.43333333333338,125.13333333333334
2023-03-01 04:00:00,133.7,110.8,7.302,108.1,5,37.7,11.4,68.4,4.4,10.8,0.36170212765957444,0.9809278350515465,0.75,4,2,3,0,122.2,127.1666666666667,126.28333333333332
2023-03-01 05:00:00,147.6,113.9,7.558,106.9,4,39.1,12.6,76.0,4.7,12.0,0.3404255319148936,0.9809278350515465,0.8,5,2,3,0,133.7,134.50000000000003,130.0
2023-03-01 06:00:00,153.5,115.4,7.391,129.4,5,52.9,13.2,105.7,5.4,12.0,0.3404255319148936,0.9809278350515465,0.8,6,2,3,0,147.6,144.93333333333337,134.68333333333334
2023-03-01 07:00:00,179.4,136.4,7.340000000000001,126.1,5,98.9,16.5,141.7,12.9,13.6,0.3404255319148936,0.9809278350515465,0.8,7,2,3,0,153.5,160.1666666666667,143.66666666666666
2023-03-01 08:00:00,185.6,156.6,7.609,151.9,5,127.8,24.2,152.5,17.3,11.7,0.3404255319148936,0.9809278350515465,0.8,8,2,3,0,179.4,172.83333333333337,153.66666666666666
2023-03-01 09:00:00,193.9,176.3,7.324999999999999,170.8,5,145.8,29.6,167.5,20.8,10.4,0.36170212765957444,0.9809278350515465,0.81,9,2,3,0,185.6,186.30000000000004,165.61666666666665
2023-03-01 10:00:00,198.8,183.2,7.27,177.8,4,153.9,30.4,187.0,23.5,7.9,0.36170212765957444,0.9800257731958762,0.81,10,2,3,0,193.9,192.76666666666674,176.46666666666667
2023-03-01 11:00:00,203.4,181.8,7.181,179.8,4,154.3,30.7,181.7,25.1,12.1,0.40425531914893614,0.9800257731958762,0.65,11,2,3,0,198.8,198.70000000000005,185.76666666666665
2023-03-01 12:00:00,203.4,190.5,7.047000000000001,176.5,4,150.7,27.9,190.6,19.6,7.1,0.3829787234042553,0.9789948453608248,0.75,12,2,3,0,203.4,201.8666666666667,194.08333333333334
2023-03-01 13:00:00,205.3,192.4,7.193,178.7,4,153.8,26.3,190.8,15.5,9.9,0.40425531914893614,0.9780927835051546,0.75,13,2,3,0,203.4,204.0333333333334,198.4
2023-03-01 14:00:00,211.4,194.4,7.058000000000001,178.1,4,150.6,29.4,175.7,19.9,8.2,0.40425531914893614,0.9780927835051546,0.81,14,2,3,0,205.3,206.70000000000005,202.70000000000002
2023-03-01 15:00:00,204.9,191.7,7.271,174.4,5,148.3,28.1,168.2,23.2,10.3,0.40425531914893614,0.9780927835051546,0.81,15,2,3,0,211.4,207.20000000000005,204.53333333333333
2023-03-01 16:00:00,201.1,181.7,7.12,160.1,15,139.6,25.2,166.0,38.3,14.3,0.40425531914893614,0.9770618556701032,0.81,16,2,3,0,204.9,205.80000000000004,204.91666666666666
2023-03-01 17:00:00,196.8,153.1,7.511,153.8,18,131.4,21.4,155.0,43.1,23.2,0.3829787234042553,0.9760309278350515,0.87,17,2,3,0,201.1,200.9333333333334,203.8166666666667
2023-03-01 18:00:00,198.2,144.9,7.596,140.9,17,114.9,21.1,144.6,49.5,24.2,0.3829787234042553,0.9770618556701032,0.87,18,2,3,0,196.8,198.70000000000005,202.95000000000002
2023-03-01 19:00:00,177.4,136.4,7.665999999999999,132.4,18,110.8,19.3,127.2,50.7,26.1,0.3829787234042553,0.9770618556701032,0.87,19,2,3,0,198.2,190.80000000000004,198.30000000000004
2023-03-01 20:00:00,139.8,125.5,7.774,120.9,8,95.8,17.3,108.1,42.2,24.2,0.40425531914893614,0.9780927835051546,0.81,20,2,3,0,177.4,171.80000000000007,186.36666666666667
2023-03-01 21:00:00,131.6,119.8,7.989,116.5,4,82.3,17.0,88.6,21.4,20.9,0.36170212765957444,0.9780927835051546,0.93,21,2,3,0,139.8,149.60000000000005,174.15
2023-03-01 22:00:00,130.4,115.4,8.121,113.0,4,77.3,21.6,73.8,4.6,18.6,0.3829787234042553,0.9780927835051546,0.87,22,2,3,0,131.6,133.9333333333334,162.36666666666667
2023-03-01 23:00:00,130.3,109.3,7.913,103.8,4,40.4,12.0,70.1,4.5,16.0,0.36170212765957444,0.9780927835051546,0.93,23,2,3,0,130.4,130.76666666666674,151.28333333333333
2023-03-02 00:00:00,132.5,108.5,7.583,101.9,4,35.3,11.5,69.8,4.6,14.6,0.3829787234042553,0.9780927835051546,0.87,0,3,3,0,130.3,131.06666666666672,140.33333333333334
2023-03-02 01:00:00,132.7,107.0,7.023,101.4,3,34.5,11.2,67.39999999999999,4.5,13.2,0.36170212765957444,0.9780927835051546,0.93,1,3,3,0,132.5,131.83333333333337,132.88333333333333
2023-03-02 02:00:00,129.7,104.4,7.141,101.5,4,36.4,11.5,66.2,4.4,11.4,0.3404255319148936,0.9780927835051546,1.0,2,3,3,0,132.7,131.63333333333335,131.20000000000002
2023-03-02 03:00:00,127.2,101.5,7.093,101.8,4,34.90000000000001,11.2,66.10000000000001,4.6,10.3,0.36170212765957444,0.9770618556701032,0.93,3,3,3,0,129.7,129.8666666666667,130.46666666666667
2023-03-02 04:00:00,126.5,99.7,7.016,106.3,4,36.1,11.4,66.3,4.7,10.4,0.36170212765957444,0.9770618556701032,0.93,4,3,3,0,127.2,127.80000000000005,129.8166666666667
2023-03-02 05:00:00,127.8,103.9,7.26,108.7,4,38.3,12.1,72.5,4.5,10.5,0.36170212765957444,0.9760309278350515,0.93,5,3,3,0,126.5,127.1666666666667,129.4
2023-03-02 06:00:00,150.3,108.9,6.972,130.5,4,50.3,13.9,103.3,4.7,14.2,0.3829787234042553,0.9751288659793815,0.87,6,3,3,0,127.8,134.8666666666667,132.36666666666667
2023-03-02 07:00:00,205.1,123.6,7.253,127.3,4,96.7,15.5,149.2,13.0,14.7,0.3829787234042553,0.9751288659793815,0.87,7,3,3,0,150.3,161.06666666666672,144.4333333333333
2023-03-02 08:00:00,190.0,144.8,7.201,151.5,5,134.2,25.4,162.8,16.5,13.1,0.3829787234042553,0.9740979381443299,0.81,8,3,3,0,205.1,181.80000000000004,154.48333333333332
2023-03-02 09:00:00,199.8,160.1,7.099,171.5,4,147.6,29.2,178.2,18.3,10.1,0.3829787234042553,0.9740979381443299,0.81,9,3,3,0,190.0,198.30000000000004,166.58333333333334
2023-03-02 10:00:00,207.9,187.5,7.018,181.9,4,143.2,30.8,184.3,23.8,8.1,0.3829787234042553,0.9731958762886599,0.81,10,3,3,0,199.8,199.23333333333338,180.15
2023-03-02 11:00:00,211.4,190.2,6.779,193.8,5,146.0,33.1,170.3,18.1,6.9,0.40425531914893614,0.9733247422680411,0.7000000000000001,11,3,3,0,207.9,206.3666666666667,194.08333333333334
2023-03-02 12:00:00,211.4,192.8,6.845000000000001,191.4,16,146.9,33.6,185.9,22.3,7.1,0.40425531914893614,0.9722938144329897,0.7000000000000001,12,3,3,0,211.4,210.23333333333338,204.26666666666668
2023-03-02 13:00:00,210.9,203.0,6.829000000000001,182.4,17,154.7,33.9,172.6,16.7,9.4,0.425531914893617,0.9716494845360825,0.65,13,3,3,0,211.4,211.23333333333338,205.23333333333335
2023-03-02 14:00:00,204.7,195.8,6.771,173.3,17,146.6,30.9,160.7,25.7,9.0,0.425531914893617,0.9716494845360825,0.61,14,3,3,0,210.9,209.00000000000009,207.68333333333337
2023-03-02 15:00:00,206.0,202.5,6.756,167.2,6,139.3,30.5,159.2,18.6,10.6,0.425531914893617,0.9706185567010309,0.61,15,3,3,0,204.7,207.20000000000005,208.7166666666667
2023-03-02 16:00:00,200.6,192.8,6.843,160.8,5,136.2,26.6,158.7,36.4,17.8,0.40425531914893614,0.9686855670103093,0.65,16,3,3,0,206.0,203.76666666666674,207.5
2023-03-02 17:00:00,198.6,170.1,7.22,155.0,3,127.1,24.9,143.3,49.1,19.7,0.40425531914893614,0.9686855670103093,0.6,17,3,3,0,200.6,201.73333333333335,205.36666666666665
2023-03-02 18:00:00,191.3,161.6,7.372,141.2,5,115.4,22.7,133.7,50.1,27.8,0.40425531914893614,0.9676546391752577,0.56,18,3,3,0,198.6,196.83333333333337,202.01666666666668
2023-03-02 19:00:00,171.9,156.1,7.661,125.6,4,105.9,20.5,122.3,48.6,28.7,0.40425531914893614,0.9676546391752577,0.6,19,3,3,0,191.3,187.26666666666674,195.51666666666665
2023-03-02 20:00:00,137.4,139.2,7.328,115.5,5,95.6,19.0,104.7,37.1,28.5,0.40425531914893614,0.9676546391752577,0.65,20,3,3,0,171.9,166.8666666666667,184.29999999999998
2023-03-02 21:00:00,133.8,134.3,7.326000000000001,112.6,4,81.39999999999999,18.6,90.7,21.6,26.5,0.40425531914893614,0.9676546391752577,0.7000000000000001,21,3,3,0,137.4,147.70000000000007,172.26666666666668
2023-03-02 22:00:00,130.2,135.2,7.390000000000001,112.0,4,77.7,15.8,73.6,4.7,17.8,0.40425531914893614,0.9676546391752577,0.7000000000000001,22,3,3,0,133.8,133.80000000000004,160.53333333333333
2023-03-02 23:00:00,126.8,119.1,7.182,102.6,4,39.4,13.7,66.3,4.6,15.3,0.40425531914893614,0.9667525773195876,0.7000000000000001,23,3,3,0,130.2,130.2666666666667,148.56666666666666
2023-03-03 00:00:00,126.1,114.7,7.063000000000001,100.4,4,36.5,13.6,67.3,4.5,13.0,0.3829787234042553,0.9667525773195876,0.75,0,4,3,0,126.8,127.70000000000003,137.70000000000002
2023-03-03 01:00:00,126.9,112.8,6.914000000000001,100.4,4,37.7,12.6,66.9,4.6,11.3,0.3829787234042553,0.9667525773195876,0.81,1,4,3,0,126.1,126.60000000000004,130.2
2023-03-03 02:00:00,126.8,111.9,6.786,100.2,4,35.9,12.6,65.9,4.4,11.1,0.3829787234042553,0.9667525773195876,0.75,2,4,3,0,126.9,126.60000000000004,128.4333333333333
2023-03-03 03:00:00,122.7,109.4,7.087000000000001,100.9,4,36.8,12.1,66.3,4.7,10.2,0.3829787234042553,0.965721649484536,0.75,3,4,3,0,126.8,125.46666666666671,126.58333333333333
2023-03-03 04:00:00,121.8,107.5,6.818000000000001,106.3,3,35.9,11.1,65.4,4.4,10.2,0.36170212765957444,0.965721649484536,0.87,4,4,3,0,122.7,123.76666666666671,125.18333333333332
2023-03-03 05:00:00,126.2,111.6,6.892,107.6,5,37.90000000000001,11.4,74.6,4.5,10.4,0.36170212765957444,0.965721649484536,0.93,5,4,3,0,121.8,123.56666666666672,125.08333333333333
2023-03-03 06:00:00,166.1,113.3,6.868,129.7,4,49.1,12.9,103.5,5.7,11.1,0.36170212765957444,0.965721649484536,0.87,6,4,3,0,126.2,138.0333333333334,131.75
2023-03-03 07:00:00,200.8,130.9,6.864,128.6,4,97.4,14.7,151.7,13.5,14.4,0.36170212765957444,0.965721649484536,0.87,7,4,3,0,166.1,164.3666666666667,144.0666666666667
2023-03-03 08:00:00,186.2,152.9,6.783,148.9,4,132.4,20.5,154.0,15.7,11.2,0.36170212765957444,0.965721649484536,0.81,8,4,3,0,200.8,184.3666666666667,153.96666666666667
2023-03-03 09:00:00,192.8,176.1,6.85,168.9,5,148.0,20.1,161.3,19.5,10.4,0.36170212765957444,0.9667525773195876,0.81,9,4,3,0,186.2,193.26666666666674,165.65
2023-03-03 10:00:00,201.1,192.3,6.709,180.5,5,143.7,21.9,166.9,27.4,7.0,0.36170212765957444,0.9667525773195876,0.81,10,4,3,0,192.8,193.3666666666667,178.86666666666667
2023-03-03 11:00:00,201.9,210.5,6.452999999999999,187.0,5,143.3,25.4,162.7,19.1,5.9,0.3829787234042553,0.9667525773195876,0.75,11,4,3,0,201.1,198.60000000000005,191.48333333333335
2023-03-03 12:00:00,201.7,198.2,6.624,185.3,4,147.9,24.7,170.1,24.7,7.0,0.3829787234042553,0.965721649484536,0.7000000000000001,12,4,3,0,201.9,201.5666666666667,197.41666666666666
2023-03-03 13:00:00,205.6,210.7,6.43,185.4,4,152.4,25.4,171.4,19.2,10.7,0.40425531914893614,0.9646907216494846,0.65,13,4,3,0,201.7,203.0666666666667,198.21666666666667
2023-03-03 14:00:00,204.9,208.9,6.965999999999999,177.7,4,149.5,23.3,169.5,23.8,10.5,0.40425531914893614,0.9637886597938143,0.7000000000000001,14,4,3,0,205.6,204.0666666666667,201.33333333333334
2023-03-03 15:00:00,204.6,189.5,7.096,176.8,4,142.3,24.2,167.8,19.8,12.8,0.40425531914893614,0.9627577319587629,0.7000000000000001,15,4,3,0,204.9,205.0333333333334,203.29999999999998
2023-03-03 16:00:00,199.3,170.8,7.105,168.5,5,134.7,19.1,158.9,28.9,13.7,0.3829787234042553,0.9618556701030927,0.75,16,4,3,0,204.6,202.93333333333337,203.0
2023-03-03 17:00:00,194.2,152.0,7.081,155.7,4,124.3,16.8,147.4,43.8,18.4,0.3829787234042553,0.9608247422680413,0.75,17,4,3,0,199.3,199.3666666666667,201.71666666666667
2023-03-03 18:00:00,186.5,145.5,6.914999999999999,138.2,4,116.3,14.4,152.5,39.3,23.7,0.3829787234042553,0.9588917525773196,0.75,18,4,3,0,194.2,193.33333333333337,199.1833333333333
2023-03-03 19:00:00,196.2,138.3,6.73,123.7,4,106.7,14.0,130.8,39.5,22.3,0.3404255319148936,0.957860824742268,0.93,19,4,3,0,186.5,192.30000000000004,197.61666666666667
2023-03-03 20:00:00,161.5,128.4,6.698,113.4,4,99.7,11.9,113.5,24.9,19.9,0.3404255319148936,0.9559278350515463,1.0,20,4,3,0,196.2,181.4,190.38333333333333
2023-03-03 21:00:00,133.1,130.7,6.930000000000001,109.4,5,82.7,11.5,90.9,14.3,20.2,0.36170212765957444,0.9548969072164948,0.93,21,4,3,0,161.5,163.60000000000002,178.46666666666667
2023-03-03 22:00:00,127.1,126.3,6.793,108.9,4,80.1,11.3,73.0,4.6,15.7,0.36170212765957444,0.9529639175257731,0.87,22,4,3,0,133.1,140.56666666666672,166.43333333333334
2023-03-03 23:00:00,124.6,117.3,6.834,102.1,3,41.0,11.2,71.0,4.8,13.7,0.36170212765957444,0.9519329896907217,0.87,23,4,3,0,127.1,128.2666666666667,154.83333333333334
2023-03-04 00:00:00,139.5,113.3,6.633999999999999,102.0,4,38.9,11.0,69.9,4.7,12.8,0.3404255319148936,0.9503865979381443,1.0,0,5,3,1,124.6,130.40000000000003,147.0
2023-03-04 01:00:00,149.7,112.1,6.362,100.1,3,39.5,11.3,69.8,4.6,12.8,0.3404255319148936,0.9483247422680412,1.0,1,5,3,1,139.5,137.93333333333337,139.25
2023-03-04 02:00:00,148.6,107.1,6.562,100.8,4,39.6,11.3,69.60000000000001,4.8,10.9,0.3404255319148936,0.9474226804123712,1.0,2,5,3,1,149.7,145.93333333333337,137.1
2023-03-04 03:00:00,123.7,105.6,6.431,99.2,3,39.40000000000001,11.0,69.3,4.7,10.7,0.3404255319148936,0.9474226804123712,1.0,3,5,3,1,148.6,140.6666666666667,135.53333333333333
2023-03-04 04:00:00,121.6,105.6,6.446000000000001,106.0,4,38.2,11.1,70.0,4.7,10.5,0.3404255319148936,0.9474226804123712,1.0,4,5,3,1,123.7,131.30000000000004,134.61666666666665
2023-03-04 05:00:00,122.4,105.9,6.584000000000001,106.2,3,39.3,11.3,70.7,4.6,11.0,0.3404255319148936,0.9474226804123712,0.93,5,5,3,1,121.6,122.5666666666667,134.24999999999997
2023-03-04 06:00:00,120.6,108.1,6.41,121.4,4,39.9,11.1,70.4,4.7,11.1,0.3404255319148936,0.9474226804123712,1.0,6,5,3,1,122.4,121.53333333333337,131.1
2023-03-04 07:00:00,124.8,106.6,6.667000000000001,101.7,5,43.40000000000001,13.0,72.3,5.0,10.8,0.3404255319148936,0.9483247422680412,0.93,7,5,3,1,120.6,122.60000000000002,126.95
2023-03-04 08:00:00,155.7,107.0,6.413,104.9,4,45.0,16.9,79.5,8.0,13.8,0.3404255319148936,0.9483247422680412,0.93,8,5,3,1,124.8,133.70000000000005,128.13333333333333
2023-03-04 09:00:00,138.3,107.7,6.417,103.6,4,44.3,18.6,97.2,10.2,16.3,0.3404255319148936,0.9493556701030929,0.93,9,5,3,1,155.7,139.60000000000002,130.5666666666667
2023-03-04 10:00:00,141.4,106.6,6.644,104.1,4,94.7,16.8,101.5,13.0,19.2,0.3404255319148936,0.9503865979381443,0.93,10,5,3,1,138.3,145.13333333333338,133.86666666666667
2023-03-04 11:00:00,139.1,106.6,6.449,103.2,4,102.7,19.5,129.0,13.6,18.3,0.3404255319148936,0.9512886597938145,0.93,11,5,3,1,141.4,139.60000000000005,136.65
2023-03-04 12:00:00,141.6,110.6,6.448,105.2,4,104.5,18.2,115.6,24.6,26.4,0.3404255319148936,0.9519329896907217,0.93,12,5,3,1,139.1,140.70000000000002,140.15
